Time (s),LVDT (V),Potentiometer (V),Accelerometer (V),Tachometer (V)
12.31,.9265,3.3831,2.7247,.0041
12.315,.9252,3.3818,2.7272,.0008
12.32,.9213,3.3805,2.7405,.0026
12.325,.8964,3.3759,2.7036,.0025
12.33,.8957,3.3811,2.7101,.0026
12.335,.9327,3.3814,2.712,.0049
12.34,.9019,3.3818,2.7143,.0016
12.345,.9022,3.3818,2.7357,.0013
12.35,.9097,3.3827,2.7315,.0039
12.355,.9191,3.384,2.7357,.002
12.36,.9022,3.3805,2.7243,.0021
12.365,.9187,3.3824,2.7311,.0025
12.37,.9045,3.3827,2.7211,.002
12.375,.9181,3.3844,2.7234,-.0009
12.38,.9084,3.3827,2.735,-.0011
12.385,.9041,3.3821,2.7302,-.0021
12.39,.9246,3.3821,2.7383,-.0055
12.395,.911,3.3834,2.7344,-.0071
12.4,.9035,3.384,2.7334,-.0063
12.405,.9457,3.3821,2.7253,-.006
12.41,.9032,3.3844,2.7451,-.0071
12.415,.9054,3.3853,2.7571,.0021
12.42,.9077,3.3912,2.7626,.0003
12.425,.9067,3.3853,2.773,.0029
12.43,.9119,3.385,2.7594,.0026
12.435,.9304,3.3847,2.7298,.0007
12.44,.92,3.3853,2.7191,-.0009
12.445,.9165,3.3857,2.7055,-.0022
12.45,.9009,3.385,2.6987,.0002
12.455,.9184,3.3824,2.7146,-.0001
12.46,.9304,3.386,2.7114,.0005
12.465,.9311,3.3873,2.7428,.001
12.47,.9045,3.3879,2.7405,.0007
12.475,.9106,3.3866,2.7613,.0029
12.48,.9097,3.3857,2.7444,.0042
12.485,.9129,3.3876,2.7269,.0037
12.49,.9126,3.3847,2.7496,.0052
12.495,.9275,3.3866,2.7172,.0021
12.5,.9259,3.3873,2.7538,.0012
12.505,.7916,3.3886,2.7594,.0034
12.51,.8818,3.3876,2.759,.0041
12.515,.9324,3.3889,2.7431,.0023
12.52,.9032,3.3892,2.737,-.0005
12.525,.9385,3.3873,2.6997,.0029
12.53,.9223,3.3883,2.7084,.0033
12.535,.9119,3.3883,2.6705,-.0024
12.54,.9252,3.3886,2.6802,-.0079
12.545,.9281,3.3921,2.6527,-.0111
12.55,.9372,3.3896,2.6543,-.0158
12.555,.9521,3.3931,2.5524,-.0437
12.56,.9583,3.3821,2.4837,-.0727
12.565,.9609,3.397,2.4243,-.0986
12.57,.9859,3.4016,2.4113,-.1267
12.575,.9911,3.4064,2.4353,-.1531
12.58,.9898,3.4103,2.4723,-.1818
12.585,.9988,3.421,2.4902,-.2132
12.59,1.0011,3.4291,2.5362,-.2352
12.595,1.0241,3.4414,2.5116,-.2674
12.6,1.0387,3.4518,2.5291,-.2924
12.605,1.0537,3.4645,2.5404,-.3157
12.61,1.0936,3.4762,2.544,-.3413
12.615,1.1253,3.4904,2.5307,-.3596
12.62,1.1309,3.5044,2.5638,-.3774
12.625,1.1613,3.5164,2.5553,-.396
12.63,1.1935,3.5368,2.6205,-.4091
12.635,1.2285,3.5527,2.821,-.3948
12.64,1.2632,3.5696,2.8936,-.3866
12.645,1.2966,3.5816,2.9141,-.3741
12.65,1.3076,3.5975,2.8881,-.3539
12.655,1.3417,3.6108,2.9945,-.3167
12.66,1.3725,3.6208,3.1165,-.2681
12.665,1.3816,3.6331,3.1466,-.2325
12.67,1.3926,3.6419,3.0642,-.2088
12.675,1.4179,3.6494,2.7289,-.2266
12.68,1.4231,3.6601,2.6536,-.2244
12.685,1.4461,3.6704,2.6724,-.2171
12.69,1.4627,3.6763,2.7616,-.2019
12.695,1.4847,3.686,2.8651,-.1858
12.7,1.5035,3.6948,2.8135,-.1949
12.705,1.5139,3.7032,2.7967,-.2069
12.71,1.5353,3.7113,2.7778,-.2142
12.715,1.5625,3.7214,2.724,-.2244
12.72,1.5723,3.7311,2.7078,-.225
12.725,1.5856,3.735,2.7114,-.2253
12.73,1.6057,3.7486,2.7464,-.2221
12.735,1.6281,3.757,2.7973,-.2116
12.74,1.6375,3.7668,2.7772,-.2138
12.745,1.6641,3.7765,2.7396,-.2223
12.75,1.6887,3.7843,2.7671,-.2249
12.755,1.7023,3.7947,2.7402,-.2354
12.76,1.7202,3.8067,2.7396,-.233
12.765,1.7422,3.8125,2.748,-.221
12.77,1.7601,3.8206,2.7817,-.2116
12.775,1.7786,3.8294,2.796,-.2087
12.78,1.788,3.8355,2.7934,-.2098
12.785,1.81,3.8466,2.7908,-.2116
12.79,1.8142,3.8543,2.7522,-.2174
12.795,1.8243,3.8631,2.7613,-.2174
12.8,1.8395,3.8718,2.7743,-.2114
12.805,1.8509,3.8796,2.7762,-.2101
12.81,1.8613,3.889,2.7733,-.2127
12.815,1.8804,3.8965,2.7509,-.2096
12.82,1.8992,3.9072,2.7778,-.2126
12.825,1.9119,3.9104,2.7681,-.2158
12.83,1.9411,3.9234,2.7837,-.2215
12.835,1.9569,3.9332,2.7915,-.2245
12.84,1.9725,3.9406,2.7879,-.2265
12.845,1.9975,3.9523,2.7811,-.2245
12.85,2.0088,3.9617,2.7727,-.2216
12.855,2.0335,3.9711,2.7954,-.221
12.86,2.0516,3.9782,2.8181,-.2218
12.865,2.0692,3.9896,2.8054,-.2255
12.87,2.0867,3.999,2.7889,-.2274
12.875,2.1081,4.0094,2.774,-.2224
12.88,2.1201,4.0168,2.785,-.2171
12.885,2.1431,4.0266,2.8006,-.2109
12.89,2.1671,4.0324,2.8187,-.2062
12.895,2.1798,4.0541,2.819,-.2043
12.9,2.197,4.0502,2.7876,-.2035
12.905,2.2164,4.0583,2.773,-.2001
12.91,2.232,4.0668,2.761,-.2004
12.915,2.2336,4.0729,2.7911,-.2002
12.92,2.2508,4.0833,2.8103,-.2009
12.925,2.2628,4.0911,2.8129,-.1926
12.93,2.2761,4.1044,2.8012,-.1878
12.935,2.281,4.106,2.7947,-.1858
12.94,2.2894,4.1141,2.8103,-.1826
12.945,2.304,4.1216,2.8077,-.1841
12.95,2.3218,4.13,2.8323,-.1841
12.955,2.3312,4.1372,2.8258,-.185
12.96,2.3559,4.1459,2.8271,-.1752
12.965,2.3676,4.1527,2.8255,-.1706
12.97,2.3815,4.1573,2.8048,-.1651
12.975,2.4049,4.166,2.7989,-.1659
12.98,2.4107,4.1728,2.8051,-.1662
12.985,2.4259,4.1813,2.8281,-.1672
12.99,2.4428,4.1878,2.8006,-.17
12.995,2.4623,4.1994,2.809,-.169
13,2.47,4.2024,2.8271,-.1632
13.005,2.4869,4.2111,2.8268,-.1609
13.01,2.5002,4.2153,2.8236,-.1614
13.015,2.5171,4.2215,2.7902,-.1625
13.02,2.5404,4.2286,2.7967,-.1658
13.025,2.5544,4.2345,2.8184,-.1637
13.03,2.5706,4.2471,2.822,-.1609
13.035,2.5819,4.2494,2.8116,-.1607
13.04,2.5904,4.2559,2.7928,-.1594
13.045,2.605,4.262,2.8164,-.1548
13.05,2.6147,4.2705,2.8317,-.1539
13.055,2.615,4.2744,2.7782,-.1557
13.06,2.6338,4.2825,2.7873,-.1544
13.065,2.6452,4.2873,2.8265,-.1522
13.07,2.6484,4.2958,2.8174,-.1501
13.075,2.6523,4.3019,2.7928,-.1507
13.08,2.6663,4.3078,2.786,-.1496
13.085,2.6799,4.3156,2.8505,-.1433
13.09,2.6818,4.3198,2.8314,-.1458
13.095,2.7101,4.3279,2.8258,-.139
13.1,2.713,4.3324,2.819,-.1413
13.105,2.7295,4.3389,2.8258,-.1403
13.11,2.7383,4.3447,2.8421,-.1381
13.115,2.7444,4.3509,2.8563,-.1342
13.12,2.7561,4.3571,2.8505,-.1331
13.125,2.7652,4.3619,2.8281,-.1293
13.13,2.7775,4.372,2.8226,-.1316
13.135,2.7963,4.3759,2.8106,-.1344
13.14,2.8044,4.3791,2.7989,-.136
13.145,2.8145,4.3853,2.8044,-.141
13.15,2.8307,4.3905,2.8048,-.1431
13.155,2.8531,4.3973,2.7905,-.1475
13.16,2.8657,4.4034,2.7902,-.1462
13.165,2.8855,4.4158,2.7911,-.1447
13.17,2.8969,4.4151,2.7892,-.1473
13.175,2.9001,4.4219,2.8051,-.1507
13.18,2.9118,4.4278,2.8327,-.1492
13.185,2.9209,4.4336,2.8265,-.1496
13.19,2.9326,4.4391,2.8138,-.1538
13.195,2.9371,4.4489,2.8148,-.1489
13.2,2.9455,4.443,2.7973,-.148
13.205,2.9523,4.4583,2.7853,-.1522
13.21,2.963,4.4641,2.8096,-.1509
13.215,2.9725,4.4712,2.8064,-.1544
13.22,3.0049,4.4771,2.7811,-.1596
13.225,3.0055,4.4832,2.8022,-.1573
13.23,3.0211,4.4956,2.8138,-.1604
13.235,3.0318,4.4965,2.8213,-.1588
13.24,3.0474,4.5033,2.8174,-.1611
13.245,3.0578,4.5102,2.8271,-.164
13.25,3.06,4.5173,2.808,-.1651
13.255,3.0827,4.5241,2.8119,-.1696
13.26,3.0957,4.5299,2.8216,-.1703
13.265,3.11,4.5397,2.8417,-.1705
13.27,3.1204,4.5439,2.8301,-.1742
13.275,3.1392,4.5504,2.8249,-.1774
13.28,3.1576,4.5582,2.7928,-.1836
13.285,3.1846,4.5663,2.784,-.1858
13.29,3.1998,4.5734,2.7892,-.1962
13.295,3.216,4.5815,2.7616,-.1999
13.3,3.2277,4.5948,2.7642,-.21
13.305,3.2481,4.5984,2.7211,-.2242
13.31,3.2666,4.6084,2.749,-.2304
13.315,3.279,4.6175,2.7363,-.2419
13.32,3.2935,4.6302,2.738,-.2474
13.325,3.3137,4.6392,2.75,-.258
13.33,3.3419,4.6483,2.7655,-.2635
13.335,3.3545,4.6678,2.7623,-.2634
13.34,3.3769,4.6717,2.76,-.2682
13.345,3.3811,4.684,2.7892,-.2725
13.35,3.4054,4.695,2.7704,-.2771
13.355,3.4217,4.7064,2.773,-.2784
13.36,3.4473,4.719,2.7804,-.2899
13.365,3.4839,4.7265,2.7574,-.2945
13.37,3.5135,4.7427,2.7791,-.2988
13.375,3.5371,4.7554,2.795,-.3079
13.38,3.5517,4.7683,2.7892,-.3154
13.385,3.5773,4.7807,2.7629,-.3233
13.39,3.6072,4.7959,2.7837,-.3319
13.395,3.6331,4.8118,2.773,-.3473
13.4,3.6779,4.8196,2.7973,-.35
13.405,3.7068,4.8384,2.8002,-.3532
13.41,3.7227,4.852,2.8268,-.3641
13.415,3.7467,4.8676,2.8093,-.3688
13.42,3.7804,4.8828,2.8096,-.3801
13.425,3.8138,4.8984,2.7847,-.3877
13.43,3.8663,4.9166,2.7905,-.3871
13.435,3.8783,4.9188,2.7999,-.389
13.44,3.9134,4.947,2.8106,-.4004
13.445,3.9542,4.9639,2.8067,-.4083
13.45,3.997,4.9831,2.798,-.4282
13.455,4.0412,5.0002,2.8093,-.4382
13.46,4.0502,5.0168,2.8353,-.4444
13.465,4.0798,5.0372,2.8171,-.4481
13.47,4.1067,5.0534,2.7749,-.4567
13.475,4.156,5.0716,2.8333,-.4572
13.48,4.1904,5.0898,2.7898,-.4625
13.485,4.2056,5.1102,2.8207,-.4692
13.49,4.2517,5.1284,2.7999,-.4774
13.495,4.2864,5.1468,2.8018,-.4816
13.5,4.3301,5.1689,2.7928,-.4891
13.505,4.3658,5.1867,2.808,-.4839
13.51,4.4041,5.2068,2.7905,-.4876
13.515,4.4479,5.2266,2.8223,-.4941
13.52,4.4972,5.2484,2.8333,-.5024
13.525,4.5296,5.272,2.8113,-.5163
13.53,4.5695,5.2925,2.8421,-.5237
13.535,4.6152,5.3113,2.8083,-.5342
13.54,4.6752,5.3376,2.8275,-.5503
13.545,4.7103,5.3603,2.8291,-.5564
13.55,4.7599,5.383,2.8307,-.5634
13.555,4.8037,5.4073,2.8771,-.5681
13.56,4.8585,5.4336,2.8453,-.5668
13.565,4.9052,5.4553,2.832,-.5789
13.57,4.9545,5.479,2.8025,-.5963
13.575,5.0012,5.5036,2.831,-.6152
13.58,5.0502,5.528,2.8534,-.6322
13.585,5.1001,5.5539,2.8524,-.6337
13.59,5.1358,5.5785,2.8466,-.6461
13.595,5.1948,5.6074,2.8641,-.6497
13.6,5.2429,5.6327,2.8664,-.6519
13.605,5.2811,5.66,2.8567,-.6623
13.61,5.3421,5.6869,2.8268,-.6581
13.615,5.3904,5.7145,2.7999,-.6649
13.62,5.4462,5.743,2.8424,-.6757
13.625,5.4939,5.7689,2.8366,-.6864
13.63,5.5474,5.7985,2.7976,-.6947
13.635,5.6061,5.8212,2.8667,-.7028
13.64,5.6687,5.8549,2.8706,-.7086
13.645,5.72,5.8867,2.8758,-.725
13.65,5.7822,5.9162,2.915,-.7348
13.655,5.8432,5.9473,2.8609,-.7272
13.66,5.9104,5.9752,2.8758,-.7339
13.665,5.9768,6.0054,2.8417,-.7473
13.67,6.0245,6.0255,2.8807,-.7711
13.675,6.0897,6.0651,2.881,-.7719
13.68,6.1617,6.0972,2.891,-.7803
13.685,6.2126,6.1296,2.9105,-.7894
13.69,6.2941,6.1591,2.8515,-.7959
13.695,6.3524,6.1925,2.8742,-.7983
13.7,6.4124,6.2269,2.8703,-.7959
13.705,6.4926,6.2597,2.8625,-.8087
13.71,6.5334,6.2934,2.8745,-.8232
13.715,6.6145,6.3268,2.9121,-.8344
13.72,6.6833,6.3602,2.882,-.8582
13.725,6.7439,6.3946,2.8706,-.8844
13.73,6.8351,6.43,2.8268,-.8793
13.735,6.8789,6.4637,2.8687,-.8929
13.74,6.9703,6.5007,2.9056,-.9201
13.745,7.0144,6.5383,2.8424,-.938
13.75,7.0926,6.5762,2.8949,-.9583
13.755,7.173,6.6145,2.8823,-.9735
13.76,7.2408,6.6528,2.7869,-.991
13.765,7.331,6.692,2.808,-.9631
13.77,7.38,6.7206,2.8855,-.9782
13.775,7.4844,6.7709,2.8982,-.9987
13.78,7.5425,6.812,2.9202,-1.0162
13.785,7.6563,6.8539,2.9374,-1.031
13.79,7.7128,6.8915,2.8982,-1.0483
13.795,7.8149,6.9385,2.8683,-1.0554
13.8,7.8996,6.9791,2.905,-1.0805
13.805,7.9917,7.0251,2.9147,-1.1019
13.81,8.0747,7.0673,2.9202,-1.1234
13.815,8.161,7.1117,2.8956,-1.1388
13.82,8.2655,7.1601,2.9605,-1.1205
13.825,8.3556,7.2039,2.9734,-1.0985
13.83,8.4439,7.2506,2.9595,-1.1355
13.835,8.5324,7.2908,2.9689,-1.1444
13.84,8.6255,7.3404,3.0162,-1.1598
13.845,8.7176,7.3881,3.0386,-1.1746
13.85,8.7867,7.4345,3.0711,-1.1461
13.855,8.8921,7.4825,3.05,-1.1812
13.86,8.9748,7.5302,3.0876,-1.2047
13.865,9.0777,7.5801,3.1022,-1.2032
13.87,9.1665,7.6229,3.1207,-1.2024
13.875,9.2593,7.6725,3.4061,-1.1428
13.88,9.3427,7.7186,3.6961,-1.0301
13.885,9.4218,7.7582,3.8313,-.9417
13.89,9.4773,7.7971,3.8877,-.8836
13.895,9.5561,7.8328,3.9338,-.8006
13.9,9.6148,7.8652,3.9542,-.7101
13.905,9.6576,7.8918,3.8887,-.6421
13.91,9.7056,7.9145,3.8709,-.5396
13.915,9.7504,7.9356,3.8397,-.4306
13.92,9.7543,7.9518,3.8657,-.3539
13.925,9.7935,7.9641,3.8699,-.2791
13.93,9.8049,7.9732,3.8521,-.2007
13.935,9.9512,7.9878,3.3899,-.2028
13.94,9.835,7.9901,3.3808,-.1849
13.945,9.8438,7.9966,3.4836,-.1136
13.95,9.8542,8.0034,3.5251,-.0568
13.955,9.8512,8.0037,2.9614,-.0791
13.96,9.8785,8.006,2.8855,-.1094
13.965,9.8843,8.0079,3.073,-.1075
13.97,9.9031,8.0151,3.1726,-.1068
13.975,9.9262,8.0212,3.0766,-.1457
13.98,9.9379,8.0274,2.9446,-.175
13.985,9.9479,8.0361,2.9965,-.1752
13.99,9.943,8.043,3.0282,-.1855
13.995,9.9748,8.0498,3.2562,-.17
14,9.9758,8.0537,3.2073,-.1525
14.005,9.9826,8.0631,3.2387,-.145
14.01,10.0082,8.0686,3.2822,-.128
14.015,10.016,8.0722,3.3059,-.0997
14.02,10.0248,8.0764,3.3052,-.0834
14.025,10.018,8.0796,3.3328,-.0534
14.03,10.1792,8.0825,3.4009,-.0105
14.035,10.0082,8.0696,3.2854,.0047
14.04,9.9992,8.0806,3.2906,.0099
14.045,10.0082,8.0809,3.3263,.0182
14.05,10.0446,8.0806,3.4006,.0284
14.055,10.0082,8.079,3.4431,.0415
14.06,10.0076,8.0773,3.458,.0628
14.065,10.0102,8.0786,3.4473,.0798
14.07,10.005,8.0712,3.3724,.0954
14.075,9.9923,8.0663,3.5118,.1363
14.08,9.9803,8.0624,3.5011,.1817
14.085,9.9537,8.0524,3.4697,.1987
14.09,9.9495,8.0446,3.4797,.2265
14.095,9.9226,8.0326,3.3555,.2581
14.1,9.9022,8.0232,3.4022,.2756
14.105,9.8769,8.0118,3.3795,.3034
14.11,9.8487,7.9995,3.3172,.3311
14.115,9.8542,7.9833,2.9566,.305
14.12,9.8422,7.9732,2.9556,.2859
14.125,9.8088,7.9615,3.0143,.2719
14.13,9.7912,7.9489,2.9809,.2542
14.135,9.7646,7.9424,2.9144,.2322
14.14,9.7462,7.934,2.8521,.205
14.145,9.7196,7.9262,2.8943,.1891
14.15,9.7153,7.9126,2.9455,.1671
14.155,9.7037,7.9132,3.2173,.1726
14.16,9.6994,7.9051,3.1735,.1831
14.165,9.6865,7.8912,3.1336,.1852
14.17,9.6664,7.8915,3.1748,.192
14.175,9.6511,7.8844,3.2151,.2191
14.18,9.6284,7.872,3.2614,.2401
14.185,9.6086,7.8636,3.2436,.2432
14.19,9.5811,7.8548,3.3078,.267
14.195,9.5678,7.8435,3.3448,.2613
14.2,9.426,7.8331,3.6338,.2506
14.205,9.5149,7.8227,3.9594,.2434
14.21,9.5032,7.8114,3.9996,.2268
14.215,9.4854,7.8062,4.0288,.1962
14.22,9.4779,7.7977,4.0292,.1728
14.225,9.4714,7.7922,3.7094,.1443
14.23,9.4659,7.801,3.4577,.1101
14.235,9.4669,7.7815,3.1927,.1078
14.24,9.451,7.7783,3.1424,.1109
14.245,9.4572,7.775,3.1194,.1044
14.25,9.4393,7.7692,3.1278,.0965
14.255,9.4413,7.7643,3.3821,.1302
14.26,9.4296,7.7604,3.4097,.1582
14.265,9.4143,7.752,3.3263,.1692
14.27,9.3994,7.7442,3.2747,.1882
14.275,9.379,7.7374,3.1067,.2019
14.28,9.367,7.728,3.1262,.2035
14.285,9.3517,7.7196,3.1586,.2056
14.29,9.3336,7.7095,3.1593,.2233
14.295,9.3131,7.7082,2.9857,.2034
14.3,9.2826,7.6949,2.9037,.1807
14.305,9.2645,7.6865,2.9416,.1723
14.31,9.2651,7.6813,2.9274,.1577
14.315,9.2402,7.6755,2.9465,.136
14.32,9.2356,7.6696,2.9089,.1163
14.325,9.2252,7.6635,2.9679,.1114
14.33,9.2093,7.6609,2.9342,.0915
14.335,9.2282,7.6593,3.1473,.1027
14.34,9.2282,7.6537,3.1304,.1056
14.345,9.2213,7.6511,3.1216,.1064
14.35,9.2275,7.6463,3.1842,.1072
14.355,9.2126,7.6411,3.3409,.1333
14.36,9.2012,7.6382,3.3996,.154
14.365,9.1883,7.632,3.4697,.1548
14.37,9.172,7.6239,3.5592,.1678
14.375,9.1656,7.6216,3.469,.1606
14.38,9.1344,7.6122,3.2929,.1452
14.385,9.1435,7.6067,3.1456,.1268
14.39,9.0961,7.6025,3.05,.1192
14.395,9.127,7.5989,3.047,.1075
14.4,9.1,7.5944,2.9845,.0879
14.405,9.0913,7.5918,2.9815,.0742
14.41,9.2252,7.5863,2.9952,.0594
14.415,9.0757,7.5869,3.2387,.0705
14.42,9.0744,7.5834,3.2131,.0743
14.425,9.0686,7.5785,3.1826,.0908
14.43,9.0585,7.5765,3.1791,.1051
14.435,9.0478,7.5733,3.2303,.1271
14.44,9.0335,7.5671,3.2786,.1417
14.445,9.0306,7.5623,3.1602,.1448
14.45,9.016,7.5555,3.1398,.1567
14.455,9.0173,7.5516,2.9329,.1457
14.46,9.0099,7.5415,2.9358,.1299
14.465,9.0018,7.5396,2.9556,.118
14.47,8.9956,7.537,3.002,.115
14.475,8.9486,7.5292,2.9948,.0998
14.48,8.9875,7.5279,2.9692,.0828
14.485,8.9602,7.5243,2.9637,.0658
14.49,8.9619,7.5201,3.0055,.0586
14.495,8.9499,7.5211,3.1272,.0604
14.5,8.9369,7.5188,3.1116,.057
14.505,8.9375,7.5204,3.0532,.0624
14.51,8.9333,7.5139,3.0934,.0614
14.515,8.9294,7.5107,3.182,.076
14.52,8.9265,7.5081,3.1901,.0857
14.525,8.9301,7.5006,3.1765,.0805
14.53,8.9307,7.5013,3.1881,.0889
14.535,8.9255,7.498,3.1583,.0907
14.54,8.9236,7.4922,3.1317,.0836
14.545,8.9067,7.4919,3.0831,.0815
14.55,8.9152,7.488,3.0938,.0828
14.555,8.9203,7.4847,3.0438,.0748
14.56,8.9044,7.4893,3.0072,.0622
14.565,9.0196,7.4802,3.0023,.0476
14.57,8.9936,7.4792,3.0029,.0428
14.575,8.8924,7.4763,3.2232,.0606
14.58,8.8824,7.4753,3.2063,.0687
14.585,8.8847,7.4731,3.1382,.07
14.59,8.8733,7.4646,3.0951,.079
14.595,8.872,7.4659,3.1184,.0857
14.6,8.862,7.462,3.109,.085
14.605,8.847,7.4598,3.1103,.0891
14.61,8.8444,7.4556,3.0759,.0967
14.615,8.8308,7.4517,2.9579,.0881
14.62,8.8302,7.4497,2.9397,.0745
14.625,8.8182,7.4419,2.9488,.063
14.63,8.8152,7.4432,3.0065,.0547
14.635,8.8214,7.4393,3.0474,.0465
14.64,8.8188,7.4393,3.0568,.0379
14.645,8.8156,7.4384,3.0795,.0429
14.65,8.8042,7.4377,3.0331,.0369
14.655,8.8133,7.4342,3.1109,.0381
14.66,8.8117,7.4342,3.1285,.0442
14.665,8.8013,7.4332,3.1216,.0454
14.67,8.7971,7.4325,3.1346,.0465
14.675,8.7867,7.4335,3.1476,.0488
14.68,8.7818,7.427,3.144,.0501
14.685,8.7792,7.427,3.1369,.0531
14.69,8.7767,7.428,3.1103,.0502
14.695,8.775,7.4212,3.1658,.0601
14.7,8.7663,7.4199,3.1768,.064
14.705,8.7585,7.416,3.1349,.0692
14.71,8.7588,7.4144,3.1372,.0701
14.715,8.7585,7.4118,3.0312,.0549
14.72,8.7514,7.4092,3.0101,.0546
14.725,8.7569,7.4234,3.0633,.0492
14.73,8.8756,7.4059,3.0172,.0405
14.735,8.8344,7.405,2.9893,.0345
14.74,8.8334,7.4043,2.9809,.0251
14.745,8.7312,7.4033,3.0075,.0217
14.75,8.7413,7.4033,3.011,.0177
14.755,8.7413,7.4011,3.1482,.0277
14.76,8.7507,7.4011,3.1956,.0399
14.765,8.7397,7.3998,3.1359,.0494
14.77,8.7332,7.3975,3.0967,.0552
14.775,8.7316,7.3949,3.0688,.0604
14.78,8.727,7.3923,3.109,.0654
14.785,8.7228,7.39,3.1171,.0729
14.79,8.7066,7.393,3.1032,.0687
14.795,8.7134,7.3855,3,.0564
14.8,8.7056,7.3852,2.9977,.0457
14.805,8.6888,7.3823,2.9984,.0355
14.81,8.6939,7.3813,3.0052,.025
14.815,8.6907,7.3813,3.0169,.0193
14.82,8.6939,7.3797,3.0357,.0105
14.825,8.6806,7.3764,3.0616,.0089
14.83,8.6819,7.3797,3.0672,.0037
14.835,8.6823,7.379,3.1774,.0128
14.84,8.6826,7.3797,3.1911,.0211
14.845,8.6855,7.3784,3.1495,.025
14.85,8.6738,7.3774,3.1324,.0356
14.855,8.6839,7.3787,3.1262,.0392
14.86,8.6855,7.3741,3.1541,.0458
14.865,8.6842,7.3725,3.0915,.047
14.87,8.6845,7.3712,3.0837,.0483
14.875,8.6758,7.3686,3.0746,.0502
14.88,8.6826,7.3686,3.0454,.0486
14.885,8.6751,7.3654,3.0513,.0452
14.89,8.6732,7.3644,3.0162,.0387
14.895,8.7841,7.3641,2.9763,.0316
14.9,8.6544,7.3628,2.9935,.0288
14.905,8.655,7.3621,2.9916,.0241
14.91,8.7624,7.3615,3.025,.0172
14.915,8.6518,7.3612,3.0214,.0173
14.92,8.645,7.3628,3.0292,.0136
14.925,8.6482,7.356,3.0208,.0114
14.93,8.6482,7.3608,3.0237,.0118
14.935,8.6427,7.3583,3.1479,.0261
14.94,8.6411,7.3602,3.1492,.0313
14.945,8.6459,7.3566,3.1032,.0332
14.95,8.6313,7.354,3.1158,.0424
14.955,8.6145,7.3557,3.098,.0392
14.96,8.6213,7.3514,3.0869,.0386
14.965,8.6154,7.3472,3.0996,.0358
14.97,8.6336,7.3498,3.0698,.0285
14.975,8.6167,7.3511,3.0253,.0222
14.98,8.6226,7.3482,3.0363,.0141
14.985,8.6284,7.3466,3.0555,.0112
14.99,8.6297,7.3469,3.0565,.0054
14.995,8.6356,7.3475,3.1255,.0055
15,8.632,7.3475,3.1051,.0047
15.005,8.5528,7.3064,3.0386,.0062
15.01,8.5678,7.3038,3.0506,.0047
15.015,8.5558,7.3028,3.0529,.0086
15.02,8.5541,7.308,3.0406,.006
15.025,8.5483,7.3034,3.025,.0059
15.03,8.5567,7.3034,3.0347,.0057
15.035,8.5402,7.3028,3.0678,.0143
15.04,8.547,7.3038,3.1041,.0216
15.045,8.5467,7.3028,3.0938,.024
15.05,8.5353,7.2989,3.0691,.0319
15.055,8.5389,7.2924,3.2199,.057
15.06,8.525,7.2976,3.2537,.0811
15.065,8.5191,7.2944,3.2381,.1019
15.07,8.5058,7.2892,3.2906,.1273
15.075,8.498,7.2837,3.3393,.1658
15.08,8.4899,7.2765,3.3905,.1982
15.085,8.4633,7.271,3.3818,.2134
15.09,8.4481,7.259,3.3188,.2442
15.095,8.4176,7.2493,3.3185,.2733
15.1,8.3975,7.2369,3.3036,.3007
15.105,8.3706,7.2243,3.3036,.3313
15.11,8.3453,7.2087,3.3195,.3591
15.115,8.3239,7.1951,3.3013,.3829
15.12,8.293,7.1743,3.3052,.409
15.125,8.2697,7.1627,3.2987,.4412
15.13,8.2421,7.1448,3.276,.4593
15.135,8.2126,7.126,3.1671,.4733
15.14,8.1662,7.1079,3.0711,.4826
15.145,8.1309,7.0874,3.1216,.4945
15.15,8.1046,7.0702,3.0461,.4791
15.155,8.0624,7.0417,2.8015,.4553
15.16,8.0241,7.0349,2.7564,.419
15.165,7.9855,7.02,2.8852,.4062
15.17,7.9418,7.0047,2.7461,.3713
15.175,7.91,6.9904,2.7885,.3486
15.18,7.897,6.9771,2.8492,.3538
15.185,7.8701,6.9655,2.8138,.3382
15.19,7.8205,6.9499,2.8534,.3305
15.195,7.8143,6.9359,3.1755,.3666
15.2,7.7802,6.9214,3.1372,.3742
15.205,7.7721,6.9068,3.0068,.3693
15.21,7.7462,6.8912,3.1444,.3996
15.215,7.6991,6.874,3.2157,.4211
15.22,7.6755,6.8721,3.1191,.4189
15.225,7.6434,6.8425,3.0672,.4219
15.23,7.6129,6.8244,3.1009,.4341
15.235,7.56,6.8065,2.9407,.4032
15.24,7.5866,6.7906,2.9423,.3834
15.245,7.4851,6.7777,3.0117,.3779
15.25,7.5448,6.7601,2.8463,.3397
15.255,7.4251,6.7481,2.8116,.3199
15.26,7.4079,6.7342,2.8657,.3225
15.265,7.3848,6.7203,2.978,.3211
15.27,7.3453,6.7086,3.0114,.3148
15.275,7.3339,6.6943,3.2118,.328
15.28,7.3018,6.6833,3.0801,.3436
15.285,7.2755,6.6755,3.0046,.3452
15.29,7.2713,6.657,3.0989,.3711
15.295,7.2353,6.6427,3.2426,.4049
15.3,7.2068,6.6252,3.1748,.407
15.305,7.1682,6.6109,3.0354,.4169
15.31,7.1409,6.5947,3.0678,.4401
15.315,7.1276,6.5769,2.8635,.4168
15.32,7.0871,6.5616,2.8784,.4067
15.325,7.0498,6.5441,3.0094,.4004
15.33,7.0138,6.5292,2.8651,.3567
